filename,staticO0,dynamicO0,staticO1,dynamicO1,staticOz,dynamicOz,staticO2,dynamicO2,output_O0,output_O1,output_O2,output_Oz
extr_os-tutorial20-interrupts-timerkernelutil.c_memory_copy.c,21,3326,14,1284,13,1539,106,140,,,,
extr_emscriptensystemliblibcmuslsrcstringwmemset.c_wmemset.c,23,3331,13,1029,11,1283,67,159,,,,
extr_linuxdriversnetethernetmellanoxmlx5coreen_main.c_mlx5e_build_default_indir_rqt.c,21,3326,17,1795,16,2050,31,1417,,,,
extr_raspberry-pi-osexerciseslesson031avenitosrcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_linuxdriversgpudrmudludl_modeset.c_udl_lfsr16.c,31,6133,24,4088,22,4342,54,3204,23914,23914,23914,23914
extr_linuxarcharmmach-omap1clock.c_calc_ext_dsor.c,31,1637,22,1032,20,1083,24,540,96,96,96,96
extr_linuxdriversmediacommonb2c2flexcop-eeprom.c_calc_lrc.c,21,3072,14,1030,13,1285,71,223,18437,18437,18437,18437
extr_linuxdriversedacsb_edac.c_haswell_chan_hash.c,20,106,14,63,14,72,35,35,255,255,255,255
extr_kphp-kdbcommoncrc32c.c_gf32_matrix_times.c,25,146,17,87,13,71,17,87,109798,109798,109798,109798
extr_linuxdriverss390charsclp_tty.c_sclp_switch_cases.c,38,6394,27,3837,23,3581,26,3582,255,255,255,255
extr_os-tutorial20-interrupts-timerkernelutil.c_memory_set.c,21,3071,12,1028,10,1282,67,159,,,,
extr_BGAQRCode-Androidzbarsrcmainjnizbardecoderdatabar.c_append_check14.c,50,337,35,179,33,203,56,56,,,,
extr_raspberry-pi-ossrclesson02srcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_raspberry-pi-osexerciseslesson031H-4ND-Hsrcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_labenginecodebspcaas_file.c_AAS_DData.c,22,3835,14,1284,14,1540,95,257,,,,
extr_openpilotphonelibsnanovgstb_image.h_stbi__jpeg_dequantize.c,21,905,12,390,12,455,42,42,,,,
extr_os-tutorial23-fixeslibcmem.c_memory_copy.c,21,3326,14,1284,13,1539,91,229,,,,
extr_FFmpeglibavcodecinterplayacm.c_juggle.c,85,1466517,55,456987,42,456978,92,409820,,,,
extr_FFmpeglibavfilterasrc_sinc.c_invert.c,36,4103,27,1551,25,1805,67,313,,,,
extr_FFmpeglibavcodecvp9dsp_template.c_memset_bpc.c,19,2816,13,1029,12,1284,63,155,,,,
extr_linuxfscifssmbencrypt.c_str_to_key.c,99,199,59,87,58,95,69,69,,,,
extr_linuxfsqnx6dir.c_qnx6_lfile_checksum.c,32,5115,19,2305,17,2559,19,2305,2295000184,2295000184,2295000184,2295000184
extr_FFmpeglibavcodecsbrdsp_fixed.c_sbr_qmf_pre_shuffle_c.c,44,946,18,288,18,322,25,242,,,,
extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniGetSectionNameSize.c,49,5112,31,2055,24,2556,31,2055,255,255,255,255
extr_darknetsrcutils.c_max_int_index.c,35,3351,21,1792,18,2044,59,1487,11,11,11,11
extr_numpynumpycoresrcmultiarraycalculation.c_power_of_ten.c,21,2477,15,995,13,1240,15,995,999999999999999988452569694641453289891412847766833896677368465428848130901034909295879619908945316559292587569958465674654992927728624557883489163749540246356891129106733591931304833693638565628182306078113383272782784390994049606075766012189756664840192.000000,999999999999999988452569694641453289891412847766833896677368465428848130901034909295879619908945316559292587569958465674654992927728624557883489163749540246356891129106733591931304833693638565628182306078113383272782784390994049606075766012189756664840192.000000,999999999999999988452569694641453289891412847766833896677368465428848130901034909295879619908945316559292587569958465674654992927728624557883489163749540246356891129106733591931304833693638565628182306078113383272782784390994049606075766012189756664840192.000000,999999999999999988452569694641453289891412847766833896677368465428848130901034909295879619908945316559292587569958465674654992927728624557883489163749540246356891129106733591931304833693638565628182306078113383272782784390994049606075766012189756664840192.000000
extr_linuxdriversstagingrtl8712rtl871x_security.c_xor_128.c,23,250,12,102,12,119,52,52,,,,
extr_memcachedcrc32c.c_gf2_matrix_times.c,25,146,17,87,13,71,17,87,109798,109798,109798,109798
extr_linuxdriversvideofbdevkyroSTG4000OverlayDevice.c_Overlap.c,24,4066,15,1793,13,2047,46,1300,247,247,247,247
extr_libgit2srctsort.c_compute_minrun.c,20,33,19,26,13,22,19,26,64,64,64,64
extr_FFmpeglibavcodecffwavesynth.c_lcg_seek.c,41,190,28,112,23,109,27,111,,,,
extr_hashcatsrcwordlist.c_get_next_word_uc.c,44,5105,23,2367,24,2593,22,2306,,,,
extr_linuxdriversmediadvb-frontendsnxt200x.c_nxt200x_crc.c,33,168,21,91,21,100,68,68,65280,65280,65280,65280
extr_macvimsrcgui_xmdlg.c_get_part.c,76,147917,33,50888,34,57253,35,50864,,,,
extr_wcdbandroidsqlciphersqlite3.c_btreeHeapInsert.c,51,279,22,87,20,100,29,101,,,,
extr_raspberry-pi-osexerciseslesson022zjd0112srcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_The-Art-Of-Programming-By-Julyebookcodec7.1：搜索引擎热门查询统计.c_handle_symbol.c,87,15304,62,3157,43,6140,77,464,,,,
extr_linuxarchpowerpcoprofileop_model_power4.c_power7_marked_instr_event.c,61,222,37,97,37,102,84,84,0,0,0,0
extr_linuxdriversvideofbdevmatroxmatroxfb_accel.c_matrox_cfb4_pal.c,16,168,12,87,12,104,12,12,,,,
extr_ccvlib3rdpartysqlite3sqlite3.c_sqlite3Pow10.c,27,135,21,75,14,67,21,75,1000000000000000405203471749632345419882149767845446218224763610173108155667148144548206983510949786648805142042101637107774405017306152425933592546209857769066644399783611472878653553319548469570575175566489928833096292883906673461747518354468587362582528.000000,1000000000000000405203471749632345419882149767845446218224763610173108155667148144548206983510949786648805142042101637107774405017306152425933592546209857769066644399783611472878653553319548469570575175566489928833096292883906673461747518354468587362582528.000000,1000000000000000405203471749632345419882149767845446218224763610173108155667148144548206983510949786648805142042101637107774405017306152425933592546209857769066644399783611472878653553319548469570575175566489928833096292883906673461747518354468587362582528.000000,1000000000000000405203471749632345419882149767845446218224763610173108155667148144548206983510949786648805142042101637107774405017306152425933592546209857769066644399783611472878653553319548469570575175566489928833096292883906673461747518354468587362582528.000000
extr_linuxdrivershwmonit87.c_DIV_TO_REG.c,25,134,16,55,12,56,36,36,7,7,7,7
extr_nodemcu-firmwareappmqttmqtt_msg.c_mqtt_get_publish_topic.c,71,91,28,30,26,30,28,30,,,,
extr_linuxmmswap_state.c___swapin_nr_pages.c,38,83,21,49,21,49,21,49,255,255,255,255
extr_linuxdriversvideofbdevimsttfb.c_setclkMHz.c,59,1551,38,1104,40,1106,38,1104,,,,
extr_nodemcu-firmwareappfatfsffunicode.c_ff_wtoupper.c,64,154,40,74,35,76,40,74,376,376,376,376
extr_reactosdllwin32insengicif.c_copy_substring_null.c,47,6894,31,2561,24,2306,31,2561,0,0,0,0
extr_linuxdriversstagingrtl8188eucorertw_security.c_construct_mic_iv.c,72,216,40,90,43,112,49,49,,,,
extr_linuxdriversnetethernetfreescaledpaadpaa_eth.c_bpool_buffer_raw_size.c,32,3085,22,784,18,1290,39,153,0,0,0,0
extr_raspberry-pi-osexerciseslesson045bl4ckout31srcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_radare2shlrqnxsrcutils.c_errnoconvert.c,74,182,52,87,44,88,56,56,255,255,255,255
extr_FFmpeglibavformatmatroskaenc.c_ebml_num_size.c,17,23,14,20,13,19,14,20,2,2,2,2
extr_php-srcextgdlibgdgd_interpolation.c_KernelBessel_P1.c,38,144,20,52,21,59,27,27,1.000000,1.000000,1.000000,1.000000
extr_BGAQRCode-Androidzbarsrcmainjnizbarqrcodeqrdectxt.c_enc_list_mtf.c,19,45,11,21,11,25,13,13,,,,
extr_reactosdllwin32vbscriptregexp.c_ReadCompactIndex.c,44,65,23,32,21,30,22,31,,,,
extr_linuxarchumdriversslip_common.h_slip_esc.c,49,6913,24,2818,21,3071,45,2439,257,257,257,257
extr_linuxdriversgpudrmi915intel_overlay.c_check_gamma5_errata.c,22,52,15,29,14,33,16,16,1,1,1,1
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_5.c,58,1682,37,867,37,948,100,514,,,,
extr_labq3map2libsmathlibmathlib.c_VectorIsOnAxis.c,25,53,20,34,20,38,21,21,0,0,0,0
extr_linuxdriversiiocommonms_sensorsms_sensors_i2c.c_ms_sensors_crc_valid.c,35,277,21,126,21,143,25,102,0,0,0,0
extr_linuxdriversmediatunersmax2165.c_fixpt_div32.c,45,497,31,361,31,393,43,387,0,0,0,0
extr_linuxdriversi2ci2c-core-smbus.c_crc8.c,21,114,18,67,18,83,46,46,255,255,255,255
extr_tenginesrccorengx_string.c_ngx_strnlen.c,23,3328,14,1284,12,1538,14,1284,255,255,255,255
extr_reactosdllwin32lpkbidi.c_SetDeferredRun.c,24,3331,13,1029,12,1284,72,174,,,,
extr_linuxdriversnethamradiomkiss.c_kiss_esc_crc.c,64,7421,32,3839,29,3838,32,3839,257,257,257,257
extr_darknetsrcblas.c_weighted_delta_cpu.c,60,12001,34,5622,32,5622,34,5622,,,,
extr_nodemcu-firmwareappmodulessomfy.c_buildFrame.c,73,248,42,115,39,121,54,54,,,,
extr_FFmpeglibavcodecdiracdec.c_add_frame.c,22,3073,16,1286,14,1540,16,1286,-1,-1,-1,-1
extr_stbtools..stb.h_stb_bitset_unioneq_changed.c,30,5113,18,2050,18,2306,34,1672,0,0,0,0
extr_FFmpeglibavutilfixed_dsp.c_butterflies_fixed_c.c,33,6386,19,2559,18,2814,110,578,,,,
extr_darknetsrcblas.c_fill_cpu.c,22,3327,15,1031,14,1286,61,505,,,,
extr_linuxdriversinputjoysticka3d.c_a3d_csum.c,40,3573,26,1286,26,1540,81,367,1,1,1,1
extr_mimikatzmodulessqlite3_omit.c_btreeHeapInsert.c,51,279,22,87,20,100,29,101,,,,
extr_linuxdriversstagingrtl8723bshalhal_com.c_eqNByte.c,25,3329,14,1286,14,1286,14,1286,1,1,1,1
extr_FFmpeglibavcodecsnow_dwt.c_ff_snow_horizontal_compose97i.c,232,13742,111,4236,107,4862,112,4362,,,,
extr_FFmpeglibavcodecvc1dsp.c_vc1_v_s_overlap_c.c,75,539,47,278,50,290,47,278,,,,
extr_radare2librasmarchcrisgnucris-dis.c_number_of_bits.c,17,89,12,40,12,63,12,40,8,8,8,8
extr_kphp-kdbmc-proxymc-proxy-statsx-extension.c_not_null.c,24,3837,15,1285,14,1540,72,368,255,255,255,255
extr_linuxdriversmediaplatforms3c-camifcamif-core.c_camif_get_scaler_factor.c,40,119,27,67,25,65,39,39,0,0,0,0
extr_raspberry-pi-osexerciseslesson053bl4ckout31srcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_tenginesrccorengx_string.c_ngx_rstrncmp.c,28,3326,13,1283,12,1282,13,1283,0,0,0,0
extr_stbstb_vorbis.c_neighbors.c,57,6529,30,2860,29,2860,30,2607,,,,
extr_FFmpeglibavcodeccfhd.c_difference_coding.c,38,1040666,32,327179,22,390672,55,184130,,,,
extr_linuxarchx86libmisc.c_num_digits.c,20,32,19,24,16,23,19,24,3,3,3,3
extr_mimikatzmimikatzmoduleskuhl_m_sr98.c_kuhl_m_sr98_hid26_Manchester_4bits.c,26,82,22,64,23,70,24,24,170,170,170,170
extr_disquesrcsds.c_sdsull2str.c,56,95,39,69,28,50,29,55,3,3,3,3
extr_micropythonportspic16bitpic16bit_mphal.c_mp_hal_delay_ms.c,23,10202814,20,5102556,14,6377046,46,5102050,,,,
extr_reactosdllwin32jscriptregexp.c_ReadCompactIndex.c,44,65,23,32,21,30,22,31,,,,
extr_Craftdepslodepnglodepng.c_flog2.c,52,132,39,63,35,69,39,63,24.202251,24.202251,24.202251,24.202251
extr_micropythonportsteensycorepins_teensy.c_rtc_compensate.c,31,1433,25,789,23,787,50,514,,,,
extr_libgit2testsclar_libgit2.c_strip_cr_from_buf.c,36,4865,23,2563,20,2816,23,2563,255,255,255,255
extr_linuxdriversiiohumiditydht11.c_dht11_decode_byte.c,25,146,15,71,14,72,34,34,v,v,v,v
extr_Craftdepssqlitesqlite3.c_estLog.c,20,83,17,41,14,46,17,41,8.000000,8.000000,8.000000,8.000000
extr_linuxdriversmediarcwinbond-cir.c_wbcir_to_rc6cells.c,31,93,17,44,17,49,18,18,170,170,170,170
extr_linuxdriversstagingrtl8712rtl871x_security.c_construct_ctr_preload.c,81,362,42,92,47,193,52,52,,,,
extr_obs-studiolibobsaudio-monitoringwin32....graphicsgraphics.h_gs_get_total_levels.c,26,94,18,60,12,44,16,46,7,7,7,7
extr_linuxdriversstagingrtl8712rtl871x_security.c_construct_mic_header2.c,83,302,43,68,44,153,48,48,,,,
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacdma.c_dma_align_sizetobits.c,16,75,12,36,10,42,12,36,7,7,7,7
extr_linuxdriversgpudrmi915intel_display.c_intel_reduce_m_n_ratio.c,30,183,14,74,14,82,14,74,,,,
extr_raspberry-pi-ossrclesson06srcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_darknetsrcblas.c_l2_cpu.c,33,5878,18,2304,17,2559,146,610,,,,
extr_linuxdriversnetethernetamdxgbexgbe-phy-v2.c_xgbe_phy_sfp_verify_eeprom.c,27,3331,18,1034,15,1287,78,366,0,0,0,0
extr_reactosdllwin32rsaenhmpi.c_bn_reverse.c,34,3061,20,1154,16,1152,20,1154,,,,
extr_linuxarchsparcnetbpf_jit_comp_64.c_analyze_64bit_constant.c,91,926,59,616,53,619,57,614,,,,
extr_zstdlibdictBuilderzdict.c_ZDICT_flatLit.c,21,2309,13,1029,13,1285,73,73,,,,
extr_FFmpeglibavcodecopus_pvq.c_celt_haar1.c,71,1654709,38,391186,33,423315,37,391185,,,,
extr_masscansrcsmack1.c_row_shift_from_symbol_count.c,19,78,13,48,13,48,13,48,8,8,8,8
extr_linuxnetschedsch_cbq.c_cbq_adjust_levels.c,23,23,14,16,14,16,14,16,,,,
extr_reactosdriversbusacpiacpicatablestbprint.c_AcpiTbChecksum.c,24,2821,15,1031,12,1284,79,367,29841555,29841555,29841555,29841555
extr_linuxsamplesbpflathist_user.c_stars.c,43,6888,29,1545,27,2053,32,1548,,,,
extr_BGAQRCode-Androidzbarsrcmainjnizbarqrcodeisaac.c_isaac_mix.c,87,332,31,106,33,119,56,56,,,,
extr_FFmpeglibavutiltwofish.c_gfmul.c,41,257,27,143,22,143,27,143,18422,18422,18422,18422
extr_linuxsoundpcictxfictresource.c_put_resource.c,35,5879,18,2558,17,2813,38,2180,0,0,0,0
extr_linuxdriversmediaplatformexynos4-isfimc-core.c_fimc_get_scaler_factor.c,40,119,27,67,25,65,39,39,0,0,0,0
extr_libgit2srcxdiffxutils.c_xdl_num_out.c,70,164,54,101,36,72,46,91,3,3,3,3
extr_openpilotpandaboarddriversgmlan_alt.h_do_bitstuff.c,38,6645,27,3329,26,3330,27,3329,255,255,255,255
extr_ccvlibccv_cache.c_sparse_bitcount.c,17,89,12,40,12,63,12,40,8,8,8,8
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopsecure.c_reverse.c,34,3061,20,1154,16,1152,20,1154,,,,
extr_reactosdllwin32lpkbidi.c_resolveParagraphs.c,31,4865,16,1286,15,1541,16,1286,255,255,255,255
extr_FFmpeglibavcodecvorbisdec.c_ff_vorbis_inverse_coupling.c,62,8812,27,3197,27,3453,27,3197,,,,
extr_raspberry-pi-osexerciseslesson022bl4ckout31srcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_opensslcryptomodesccm128.c_ctr64_add.c,49,87,25,43,24,42,23,23,,,,
extr_FFmpeglibavcodecxfaceenc.c_all_same.c,38,52,21,27,19,25,21,27,0,0,0,0
extr_nodemcu-firmwareappsqlite3sqlite3.c_btreeHeapInsert.c,51,279,22,87,20,100,29,101,,,,
extr_darknetsrcutils.c_max_index.c,29,3321,22,2046,19,2298,56,1490,0,0,0,0
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_10.c,48,1858,33,1160,41,1263,76,538,,,,
extr_reactossdktoolsrsymrsym64.c_DwDecodeSleb128.c,38,80,26,46,25,45,26,46,3,3,3,3
extr_nodemcu-firmwareapplualdump.c_MaybeByteSwap.c,43,3450,25,1033,19,1155,42,786,,,,
extr_linuxdriversmediaradioradio-miropcm20.c_sanitize.c,26,3943,18,1747,16,1848,30,1292,0,0,0,0
extr_linuxdriversscsiscsi_scan.c_scsi_sanitize_inquiry_string.c,33,6309,24,3378,20,3477,47,2669,,,,
extr_FFmpeglibavcodecsbrdsp.c_sbr_qmf_pre_shuffle_c.c,81,867,30,226,30,259,30,226,,,,
extr_FFmpeglibavcodecjpeg2000dwt.c_extend97_int.c,36,122,23,59,23,64,36,36,,,,
extr_linuxdriversnetethernetibmeheaehea_phyp.c_get_order_of_qentries.c,18,84,12,54,11,53,12,54,7,7,7,7
extr_raspberry-pi-osexerciseslesson031bl4ckout31srcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_reactossdktoolsrsymrsym64.c_DwDecodeUleb128.c,34,76,19,39,18,38,19,39,3,3,3,3
extr_linuxdriversnetethernetinteliceice_main.c_ice_fill_rss_lut.c,22,3581,16,1794,14,2048,43,2563,,,,
extr_linuxdriversstagingrtl8723bscorertw_mlme.c_rtw_restruct_wmm_ie.c,30,51,19,28,16,28,26,34,255,255,255,255
extr_reactossdklibcrtstringstrset.c__strnset.c,37,6401,19,1797,13,1795,19,1797,,,,
extr_emscriptensystemliblibcmuslsrccryptcrypt_des.c_setup_salt.c,29,420,17,201,17,226,29,169,16711680,16711680,16711680,16711680
extr_raspberry-pi-osexerciseslesson021bl4ckout31srcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_h2odepspicotlsdepscifrasrccurve25519.donna.c_swap_conditional.c,40,303,17,107,17,118,75,75,,,,
extr_linuxdriversisdnhisaxisar.c_dle_count.c,22,3584,19,2051,17,2305,86,456,0,0,0,0
extr_reactossdktoolsfattenfatfsoptionccsbcs.c_ff_wtoupper.c,45,114,28,66,27,59,28,66,376,376,376,376
extr_FFmpeglibavcodecpngdsp.c_add_bytes_l2_c.c,57,1069,36,492,32,528,97,529,,,,
extr_nodemcu-firmwareappcoapuri.c_strnchr.c,35,5122,15,1539,11,1537,15,1539,,,,
extr_radare2librasmarchcrisgnucris-dis.c_print_flags.c,47,178,26,73,25,78,31,31,,,,
extr_raspberry-pi-osexerciseslesson023bl4ckout31srcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_radare2librasmarcharmaarch64aarch64-dis.c_get_top_bit.c,20,110,12,54,10,52,12,54,128,128,128,128
extr_ccvlibccv_output.c_ccv_cli_output_level_and_above.c,32,583,20,268,21,302,37,226,-256,-256,-256,-256
extr_radare2librasmarcharmarmass64.c_countLeadingZeros.c,16,81,14,49,10,47,14,49,-8,-8,-8,-8
extr_php-srcextphartar.c_phar_tar_octal.c,41,4873,28,2314,21,2563,61,1631,0,0,0,0
extr_linuxarchx86kvmx86.c_kvm_vcpu_check_hw_bp.c,37,102,20,53,20,58,31,31,0,0,0,0
extr_linuxtoolsiioiio_utils.c_calc_digits.c,18,42,18,38,14,28,18,38,3,3,3,3
extr_numpynumpycoresrcmultiarraydatetime_busday.c_find_earliest_holiday_on_or_after.c,44,425,25,219,22,180,25,219,,,,
extr_h2odepspicotlsdepscifrasrccurve25519.tweetnacl.c_sel25519.c,37,414,17,167,17,184,49,49,,,,
extr_raspberry-pi-osexerciseslesson021rssrcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_mpvdemuxdemux_mkv.c_aac_get_sample_rate_index.c,15,99,11,55,10,54,11,55,11,11,11,11
extr_darwin-xnubsdnetnecp.c_necp_buffer_compare_with_bit_prefix.c,50,562,31,301,27,269,31,301,0,0,0,0
extr_raspberry-pi-osexerciseslesson032bl4ckout31srcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_emscriptentestssqlitespeedtest1.c_est_square_root.c,44,333,33,195,24,155,33,195,16,16,16,16
extr_FFmpeglibavcodecmpegvideoencdsp.c_pix_sum_c.c,72,1835,27,473,31,682,56,371,30259918,30259918,30259918,30259918
extr_reactosmodulesrosappsapplicationsdevutilscdmakecdmake.c_edit_with_commas.c,45,163,37,77,34,62,37,77,,,,
extr_rufussrcext2fsextent.c_ul_log2.c,19,75,16,46,10,42,16,46,7,7,7,7
extr_numpynumpycoresrcmultiarraydatetime_busday.c_is_holiday.c,43,424,25,219,24,182,25,219,0,0,0,0
extr_linuxdriversmediaceccec-edid.c_cec_phys_addr_validate.c,76,86,49,58,43,51,46,46,0,0,0,0
extr_linuxdriversstagingrtl8188eucorertw_security.c_secmicputuint32.c,24,77,12,30,12,35,15,15,,,,
extr_reactossdklibcrtstdlibswab.c__swab.c,41,3575,15,771,16,900,46,512,,,,
extr_nginxsrccorengx_string.c_ngx_escape_html.c,40,6165,27,2576,28,3840,27,2576,77730828,77730828,77730828,77730828
extr_linuxdriversnetethernetintelixgbeixgbe_common.c_ixgbe_calculate_checksum.c,26,3077,17,1033,14,1286,72,360,-29841555,-29841555,-29841555,-29841555
extr_linuxdriversusbhostdwc_otgdwc_otg_pcd.c_assign_perio_tx_fifo.c,32,105,22,56,22,64,22,56,6,6,6,6
extr_php-srcextgdlibgdgd_interpolation.c_KernelBessel_Q1.c,38,144,20,52,21,59,27,27,0.046875,0.046875,0.046875,0.046875
extr_php-srcexthashhash_md.c_Encode.c,60,3276,23,716,19,777,23,716,,,,
extr_raspberry-pi-osexerciseslesson033avenitosrcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_linuxdriversgpudrmi915intel_dp.c_intel_dp_unpack_aux.c,26,74,22,43,19,45,53,84,,,,
extr_linuxdriverss390netqeth_l3_main.c_qeth_l3_fill_netmask.c,25,297,19,184,20,202,115,115,,,,
extr_linuxsoundpcictxfictatc.c_atc_get_pitch.c,49,614,27,312,25,311,27,313,16777216,16777216,16777216,16777216
extr_reactossdklibfslibext2libMke2fs.c_int_log10.c,18,42,16,30,14,28,16,30,3,3,3,3
extr_h2olibcommontime.c_emit_digits.c,31,4857,19,3321,15,1539,53,3959,,,,
extr_raspberry-pi-osexerciseslesson022H-4ND-Hsrcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_stbtestscaveviewcave_parse.c_nbt_swap.c,36,3695,23,1157,19,1282,41,971,,,,
extr_reactossdklibrtlcompress.c_lznt1_decompress_chunk.c,114,242,62,135,65,138,68,68,,,,
extr_stbtestsprereleasestb_lib.h_stb_hashlen.c,41,7418,22,2308,18,2560,22,2308,1806841983,1806841983,1806841983,1806841983
extr_FFmpeglibavfiltervf_pp7.c_dctB_c.c,71,265,30,102,30,107,88,88,,,,
extr_linuxdriversisdni4lisdn_v110.c_DecodeMatrix.c,122,50212,113,34702,85,34489,305,34712,123,123,123,123
extr_linuxdriversmediaplatformqcomcamsscamss-vfe.c_vfe_find_code.c,31,4098,23,1801,19,2053,21,1799,479,479,479,479
extr_linuxdriversnetethernetmellanoxmlx5coreen_fs_ethtool.c_mask_spec.c,27,4856,14,1538,12,1793,75,377,,,,
extr_reactosmodulesrosappsapplicationssysutilsutilsrosperfrosperf.c_RoundTo3Digits.c,38,70,35,55,34,54,35,55,16800000.000000,16800000.000000,16800000.000000,16800000.000000
extr_The-Art-Of-Programming-By-Julyebookcodec4.3：出现次数超过一半的数字.c_FindOneNumber.c,39,5876,24,3072,23,3327,53,3203,18743,18743,18743,18743
extr_reactosbaseapplicationsmstscssl_calls.c_mpCompare.c,33,5373,19,2561,20,2562,19,2561,0,0,0,0
extr_reactossdklib3rdpartybzip2huffman.c_BZ2_hbAssignCodes.c,36,3344,22,1292,19,1547,31,913,,,,
extr_linuxdriversblockamiflop.c_checksum.c,32,458,21,171,16,198,84,108,21525,21525,21525,21525
extr_redissrcsds.c_sdsll2str.c,64,103,42,68,34,54,42,68,3,3,3,3
extr_linuxdriversnetwirelessrealtekrtlwifirtl8821aephy.c__rtl8812ae_eq_n_byte.c,25,3329,14,1286,14,1286,14,1286,1,1,1,1
extr_labq3map2libspicomodelpicointernal.c__pico_expand_bounds.c,34,80,16,34,16,38,23,23,,,,
extr_linuxfscifsconnect.c_rfc1002mangle.c,40,7917,23,3579,22,3834,52,3076,,,,
extr_radare2shlrgrubfsntfs.c_read_run_data.c,42,5128,25,1803,20,2054,31,106,,,,
extr_skynetskynet-srcskynet_server.c_id_to_hex.c,30,165,18,81,18,90,43,43,,,,
extr_FFmpeglibavcodecsanm.c_fill_block.c,41,849931,24,262660,27,392461,91,37521,,,,
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_2.c,37,1154,25,578,24,658,49,322,,,,
extr_linuxdriversmediadvb-frontendsmxl5xx.c_gold2root.c,29,4350,20,2306,21,2563,43,2059,104448,104448,104448,104448
extr_darwin-xnutoolstestsaffinitysets.c_reader_writer_fn.c,19,3070,13,1029,12,1284,55,289,,,,
extr_linuxdriversmtdnandrawcafe_nand.c_gf64_mul.c,37,171,21,91,21,98,57,57,,,,
extr_raspberry-pi-osexerciseslesson021evopensrcprintf.c_ui2a.c,62,107,54,74,52,83,52,72,,,,
extr_linuxdriversgpudrmgma500cdv_intel_dp.c_unpack_aux.c,26,74,22,43,19,45,53,84,,,,
extr_linuxdriversblockparidepg.c_xs.c,42,7157,27,3075,26,3330,51,2571,,,,
